id,Proposal_no,user_id,Moef_file_no,Proposal_Name,category,user_agency_name,area_applied,date_from_ua_to_nodal,State_Name,proposal_status,date_of_recomm,user_id1
852,FP/OR/MRL/31/2019,100380,NA,Tarhapani (West) Bauxite Block,Mining,ODISHA MINERAL EXPLORATION CORPORATION (OMECL),1.696,11-Dec-19,Orissa,Pending at RO,4-Jun-20,100380
836,FP/OR/OTHERS/28/2019,97704,NA,MALANGTOLI G BLOCK,Mining,MINERAL EXPLORATION CORPORATION LIMITED,1739,10-Dec-19,Orissa,Pending with UA,,97704
415,FP/OR/MRL/5/2016,14995,NA,Joda West Iron & Manganese Mine,Mining,TATA STEEL LIMITED SUKINDA CHROMITE MINE,39.084,5-Dec-19,Orissa,Draft,,14995
452,FP/OR/MRL/13/2016,14995,NA,Bamebari Iron & Manganese Mine,Mining,TATA STEEL LIMITED SUKINDA CHROMITE MINE,20.261,5-Dec-19,Orissa,Pending with UA,,14995
472,FP/OR/MRL/16/2016,14995,NA,Tiringpahar Iron & Manganese Mine,Mining,TATA STEEL LIMITED SUKINDA CHROMITE MINE,1.54,5-Dec-19,Orissa,Draft,,14995
793,FP/OR/OTHERS/8/2019,37296,NA,Taprang Manganese Block,Mining,GEOLOGICAL SURVEY OF INDIA,100,28-Nov-19,Orissa,Pending with UA,,37296
792,FP/OR/OTHERS/7/2019,37296,NA,Mandhara Manganese Block,Mining,GEOLOGICAL SURVEY OF INDIA,39,18-Nov-19,Orissa,Draft,,37296
794,FP/OR/OTHERS/9/2019,37296,NA,Devjholla Manganese Block,Mining,GEOLOGICAL SURVEY OF INDIA,49,18-Nov-19,Orissa,Draft,,37296
796,FP/OR/OTHERS/11/2019,89292,NA,"Preliminary exploration for manganese ore in Upardhodshi block, Rayagada district,Odisha (G-3).",Mining,GEOLOGICAL SURVEY OF INDIA,70,28-Oct-19,Orissa,Pending with UA,,89292
797,FP/OR/OTHERS/12/2019,89292,NA,"General exploration for manganese ore in Taldhodshi block, Raygada district, Odisha (G-2).",Mining,GEOLOGICAL SURVEY OF INDIA,188,28-Oct-19,Orissa,Pending with UA,,89292
799,FP/OR/OTHERS/14/2019,89292,NA,Podakana East block,Mining,GEOLOGICAL SURVEY OF INDIA,75,28-Oct-19,Orissa,Pending with UA,,89292
802,FP/OR/OTHERS/16/2019,89292,NA,"Preliminary exploration for Manganese in parts of Boringpadar-Amath block in the Eastern Ghats Granulite Belt, Kalahandi district, Odisha (G3 stage)",Mining,GEOLOGICAL SURVEY OF INDIA,75,28-Oct-19,Orissa,Pending with UA,,89292
835,FP/OR/OTHERS/27/2019,97704,NA,MALANGTOLI E BLOCK,Mining,MINERAL EXPLORATION CORPORATION LIMITED,1470,4-Oct-19,Orissa,Pending with UA,,97704
834,FP/OR/OTHERS/26/2019,97704,NA,MALANGTOLI D BLOCK,Mining,MINERAL EXPLORATION CORPORATION LIMITED,1660,4-Oct-19,Orissa,Pending with UA,,97704
833,FP/OR/OTHERS/25/2019,97704,NA,MALANGTOLI C BLOCK,Mining,MINERAL EXPLORATION CORPORATION LIMITED,1340,3-Oct-19,Orissa,Pending with UA,,97704
832,FP/OR/OTHERS/24/2019,97704,NA,MALANGTOLI H BLOCK,Mining,MINERAL EXPLORATION CORPORATION LIMITED,1765,3-Oct-19,Orissa,Pending with UA,,97704
784,FP/OR/OTHERS/2/2019,89144,NA,Panimara Graphite,Mining,GEOLOGICAL SURVEY OF INDIA,4140,17-Sep-19,Orissa,Pending at DFO/DCF,,89144
830,FP/OR/MRL/22/2019,1401,NA,TANGARDIHI COAL BLOCK,Mining,CENTRAL MINE PLANNING AND DESIGN INSTITUTE LIMITED,1167,13-Sep-19,Orissa,Pending at DFO/DCF,,1401
829,FP/OR/MRL/21/2019,5597,NA,DIVERSION OF UNBROKEN 3.003 HA FOREST LAND FOR UNDERTAKING EXPLORATION ACTIVITIES IN RESPECT OF SANINDPUR IRON & BAUXITE MINES (M.L AREA:147.10HA) OF M/S. RUNGTA SONS (P) LIMITED.,Mining,RUNGTA SONS PRIVATE LIMITED,3.003,10-Sep-19,Orissa,Pending with UA,,5597
824,FP/OR/MRL/20/2019,31385,NA,Nuagaon Iron Ore Mines,Mining,KAMALJEET SINGH AHLUWALIA,3.606,6-Sep-19,Orissa,Pending with UA,,31385
765,FP/OR/MRL/29/2018,72913,5-ORB382/2019-BHU,Guali Iron ore Mines of Sri Ramesh Prasad Sao,Mining,SRI RAMESH PRASAD SAO,2.054,11-Jun-19,Orissa,IN-PRINCIPLE,2-Jul-19,72913
156,FP/OR/MRL/23/2014,1555,NA,Serenda-Bhadrasahi Iron & Manganese ML,Mining,ODISHA MINING CORPORATION LTD,28.946,21-May-19,Orissa,PENDING WITH-SG,22-Oct-19,1555
701,FP/OR/MRL/11/2018,30228,5-ORB381/2019-BHU,"BALDA BLOCK IRON MINES OVER 335.594HA. OF M/S SERAJUDDIN & CO IN BALDA, NAYAGARH AND BADAKALIMATI VILLAGE, P.S-JODA,UNDER CHAMPUA SUB-DIVISION OF KEONJHAR,DISTRICT-ODISHA.",Mining,SERAJUDDIN AND CO,2.67,20-May-19,Orissa,IN-PRINCIPLE,2-Jul-19,30228
804,FP/OR/OTHERS/18/2019,89240,NA,Dengula Manganese,Mining,GEOLOGICAL SURVEY OF INDIA,35,17-May-19,Orissa,Pending with UA,,89240
803,FP/OR/OTHERS/17/2019,90726,NA,Rampalli Basemetal,Mining,GEOLOGICAL SURVEY OF INDIA,30,17-May-19,Orissa,Pending with UA,,90726
800,FP/OR/OTHERS/15/2019,89252,NA,"General exploration for copper and associated precious metals in Dudhiasol East block, Mayurbhanj district, Odisha (G2).",Mining,GEOLOGICAL SURVEY OF INDIA,30,15-May-19,Orissa,Pending with UA,,89252
691,FP/OR/MRL/6/2018,31385,5-ORB377/2019-BHU,"Nuagaon Iron ore Mines over 767.284 ha in village Nuagaon, Guali, Laidapada, Katasahi etc. under Barbil Tahasil of Keonjhar district, Odisha of Sri Kamaljeet Singh Ahluwalia",Mining,KAMALJEET SINGH AHLUWALIA,2.964,13-May-19,Orissa,IN-PRINCIPLE,2-Jul-19,31385
798,FP/OR/OTHERS/13/2019,89252,NA,Bhuiyanbasa-Netrujharan Gold Block,Mining,GEOLOGICAL SURVEY OF INDIA,109,13-May-19,Orissa,Pending with UA,,89252
789,FP/OR/OTHERS/6/2019,89237,NA,Uliburu Iron Block,Mining,GEOLOGICAL SURVEY OF INDIA,20.8,30-Apr-19,Orissa,Pending with UA,,89237
795,FP/OR/OTHERS/10/2019,89237,NA,Kendudihi Iron Block,Mining,GEOLOGICAL SURVEY OF INDIA,15,25-Apr-19,Orissa,Pending with UA,,89237
270,FP/OR/MRL/8/2015,1555,NA,Balda Palsa Jajang Iron Ore Mining Lease,Mining,ODISHA MINING CORPORATION LTD,7.41,18-Apr-19,Orissa,Pending with UA,,1555
788,FP/OR/OTHERS/5/2019,89240,NA,Champajhar-Tomka East Iron Block,Mining,GEOLOGICAL SURVEY OF INDIA,145,18-Apr-19,Orissa,Pending with UA,,89240
787,FP/OR/OTHERS/4/2019,89240,NA,Champajharan Tomka West Iron Block,Mining,GEOLOGICAL SURVEY OF INDIA,25.9,18-Apr-19,Orissa,Pending with UA,,89240
779,FP/OR/MRL/1/2019,71141,NA,Mankarnacha Iron Ore Block,Mining,DIRECTORATE OF GEOLOGY GOVT OF ODISHA,12.775,11-Mar-19,Orissa,PENDING WITH-SG,25-May-19,71141
740,FP/OR/MRL/17/2018,67528,5-ORB376/2019-BHU,Gonua Iron & Mn. Mines of Sri Pawan Kumar Ahluwalia,Mining,PAWAN KUMAR AHLUWALIA,0.732,20-Feb-19,Orissa,IN-PRINCIPLE,13-Mar-19,67528
676,FP/OR/MRL/5/2018,62423,FP/OR/MRL/5/2018,NAINI COAL BLOCK,Mining,SCCL NAINI,300,15-Feb-19,Orissa,IN-PRINCIPLE,14-Mar-19,62423
697,FP/OR/MRL/10/2018,75788,5-ORB378/2019-BHU,THAKURANI IRON ORE MINES OF M/S KAYPEE ENTERPRISES OVER ML AREA 228.04 HA.,Mining,MS KAYPEE ENTERPRISES,0.948,17-Jan-19,Orissa,IN-PRINCIPLE,13-Mar-19,75788
713,FP/OR/MRL/15/2018,26176,NA,Mahulsukha Manganese Ore Mine,Mining,ARYAN MINING AND TRADING CORPORATION PVT LTD,37.231,21-Dec-18,Orissa,Pending with UA,,26176
456,FP/OR/MRL/14/2016,5364,NA,KHONDBOND IRON & MANGANESE MINES,Mining,TATA STEEL LIMITED KHONDBOND IRON AND MN MINES,422.048,18-Dec-18,Orissa,Pending with UA,,5364
